user_id,alcohol,babies,bakery,beverages,breakfast,bulk,canned goods,dairy eggs,deli,dry goods pasta,frozen,household,international,meat seafood,missing,other,pantry,personal care,pets,produce,snacks
4731,0,0,1,0,0,0,1,5,2,1,1,1,0,2,0,0,1,0,0,1,1
4734,0,0,0,4,0,0,2,6,0,0,7,6,1,0,0,0,1,0,1,4,1
4735,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
4750,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0
4751,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
4752,0,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,2,0,0,6,0
4756,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,6,1
4758,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0
4762,0,0,0,0,4,0,0,5,2,0,5,2,0,0,0,0,2,1,0,6,1
4764,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,7,1
4765,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
4779,0,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,4,0
4781,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,6,3
4782,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0
4783,0,0,0,3,0,0,3,4,2,1,2,0,0,1,0,0,2,0,0,3,4
4784,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4785,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,6
4786,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0
4787,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,4,0
4789,0,2,1,0,2,0,2,7,1,1,2,0,1,0,0,0,3,1,0,3,3
4793,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,6
4794,0,7,0,4,3,0,0,9,4,0,1,0,3,0,0,0,0,0,0,2,4
4796,0,0,1,2,3,0,0,6,0,0,1,1,0,0,0,0,0,1,1,3,1
4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
4807,0,0,1,5,2,0,2,14,0,3,5,0,0,0,0,0,2,0,0,13,9
4809,0,0,5,0,1,0,1,7,3,0,0,0,0,2,0,0,0,0,0,19,6
4811,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0
4816,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4818,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
4825,0,0,0,5,0,0,0,4,1,2,1,0,0,0,0,0,0,1,0,4,6
4827,0,0,0,3,0,0,0,8,1,1,0,0,0,0,0,0,2,0,0,1,2
4831,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0
4832,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0
4833,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0
4839,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0
4843,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3
4847,0,0,1,7,1,0,0,4,1,2,3,0,0,0,0,0,5,1,0,5,4
4851,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,8,1
4857,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1
4865,3,0,0,3,0,0,1,1,3,0,0,1,0,1,0,0,2,0,0,2,2
4866,0,0,1,0,0,0,1,5,2,1,4,0,1,0,0,0,3,0,0,9,1
4867,0,0,1,1,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,2,3
4869,2,0,1,3,0,0,4,4,0,4,0,1,0,0,0,0,3,0,2,1,7
4874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,0,0,1,1,0,0,3,3,0,1,0,0,2,0,0,0,3,2,0,3,4
4878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1
4888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4889,0,0,0,2,0,0,4,1,1,0,0,1,0,0,0,0,1,0,0,18,1
4893,0,0,2,1,2,0,2,7,0,1,1,1,0,1,0,0,0,1,0,4,7
4895,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4897,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
4899,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0
4900,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0
4901,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0
4904,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,3,0,0,0,0
4906,0,0,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
4910,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
4912,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0
4919,0,0,1,0,0,0,0,3,5,0,3,1,0,0,0,0,0,0,0,1,0
4929,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
4934,0,0,2,0,0,0,1,7,0,5,0,1,0,1,0,0,5,0,0,18,2
4936,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,5,4
4940,0,0,1,0,1,0,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0
4941,0,0,1,1,1,0,0,8,0,1,1,0,0,0,1,0,4,0,0,10,5
4945,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
4949,0,0,3,0,2,0,0,2,1,0,0,0,0,1,0,0,1,1,0,9,1
4954,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,0,4,2
4960,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
4962,0,0,2,0,1,0,0,7,2,0,6,0,0,0,0,0,1,0,0,9,2
4967,0,0,3,0,0,0,0,9,2,0,0,0,1,0,0,0,3,0,0,23,2
4976,0,0,0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,2
4977,0,0,0,3,1,0,2,1,0,0,1,3,0,0,0,0,0,0,0,4,0
4980,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,3,2
4984,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
4987,0,0,0,1,0,0,0,1,4,1,4,0,0,1,0,0,1,0,0,1,8
4993,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3
4998,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
4999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0
5000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
5001,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5003,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,16,6
5006,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,1
5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5009,0,0,3,8,1,0,1,9,1,0,5,7,0,0,0,0,0,0,3,4,11
5011,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,14,0
5015,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
5016,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,2
5019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1
5024,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
5029,0,0,1,0,0,0,3,5,1,1,2,0,0,0,0,0,1,0,0,6,1
5030,0,0,2,3,0,0,5,3,0,1,3,2,0,5,0,0,0,0,0,7,1
5033,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
5036,0,0,0,0,0,0,2,5,0,1,0,0,1,1,0,0,0,0,0,2,0
5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
5051,0,0,0,1,0,0,0,9,1,0,1,0,0,0,0,0,1,0,0,6,0
5057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
5060,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0
5064,0,0,1,3,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,4,3
5074,0,0,3,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,7,0
5076,0,0,0,0,0,0,0,4,3,1,0,0,1,2,0,0,1,0,0,6,0
5077,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5080,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,3,4
5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
5089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
5091,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
5092,0,7,2,3,5,0,0,5,0,2,2,0,0,3,1,0,4,0,0,4,5
5093,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0
5094,0,0,0,6,3,0,2,5,6,3,8,1,0,1,0,0,7,0,0,11,5
5095,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,3,0
5096,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
5099,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,0,2,3,2,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,23,0
5103,0,0,0,0,0,0,2,5,0,2,0,0,1,1,0,0,2,5,0,7,0
5107,0,0,3,6,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,12,9
5108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
5116,0,0,0,2,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,4,0
5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5121,0,0,1,3,0,0,1,1,1,4,1,0,0,0,0,0,1,0,0,2,5
5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5125,0,0,0,1,0,0,1,2,1,1,1,0,0,1,0,0,2,0,0,3,0
5130,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,9,0
5133,0,0,1,3,3,1,3,8,0,1,1,0,0,0,0,0,0,0,0,5,1
5135,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,0,0,1,0,0,0,2,2,0,2,3,0,1,0,0,1,5,0,0,0,5
5154,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,15,2
5155,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,2,2,0,1,1
5156,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0
5159,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,2
5162,0,2,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,2,0
5164,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
5168,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1
5169,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,1,0,0,4
5170,0,2,1,1,0,0,0,6,2,0,2,0,1,0,0,0,1,0,0,9,0
5171,0,0,3,0,0,0,0,9,0,3,4,1,1,4,0,0,1,1,0,4,3
5172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5173,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,5,0,0,8,1
5174,0,3,2,2,0,0,0,10,3,0,8,0,0,0,0,0,0,0,0,16,5
5179,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5180,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,2,0,0,1,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,2
5184,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5,1
5188,0,0,0,1,0,0,0,3,3,0,1,1,0,0,0,0,4,0,0,1,2
5189,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,6,2
5190,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,1,0,3,0
5191,0,0,3,10,1,0,0,2,3,0,0,0,0,1,0,0,1,0,0,20,7
5193,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,4
5195,0,0,1,1,1,0,0,3,0,1,1,0,0,0,0,0,3,0,0,1,4
5197,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
5198,0,5,0,0,1,0,0,7,2,0,5,0,0,0,0,0,3,0,0,19,0
5199,0,0,0,0,0,0,5,7,1,2,0,0,0,0,0,0,3,1,0,28,4
5204,0,0,2,10,1,0,0,6,0,0,2,0,0,1,0,0,4,0,0,7,10
5209,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,10,0
5210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
5211,0,0,9,0,0,0,6,12,4,0,3,0,0,0,0,0,2,0,0,22,6
5214,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,2,0,0,6,0
5216,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5217,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0
5221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5222,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1
5223,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7
5224,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5226,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1
5227,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5228,0,0,2,4,0,0,2,10,2,3,4,1,0,0,0,0,0,0,0,8,5
5231,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
5236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5237,0,0,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,5,0
5238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,5,0
5241,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,10,2
5244,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5245,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5249,0,0,1,10,0,0,2,3,5,1,1,2,0,2,0,0,3,0,0,14,8
5251,0,0,1,2,1,0,1,2,0,0,1,0,1,1,0,0,2,2,0,0,2
5253,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,0
5256,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,5,1
5258,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,2
5263,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2
5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
5266,0,0,0,4,0,0,3,3,0,1,5,0,1,3,0,0,4,0,0,0,0
5278,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
5283,0,0,0,1,2,0,1,6,0,0,0,2,0,0,0,0,0,0,0,11,7
5285,0,0,1,1,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,5,3
5287,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0
5288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1
5291,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
5293,0,0,1,2,0,0,3,5,1,2,1,1,1,0,0,0,1,0,0,2,1
5296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0
5299,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,0,0,8,14,1,0,0,10,0,0,0,10,0,0,0,0,5,3,0,0,14
5303,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,12,0
5304,0,1,2,4,0,0,3,8,4,1,2,1,0,2,0,0,4,0,0,6,1
5308,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0
5311,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0
5312,0,0,1,1,1,0,0,3,0,0,3,0,0,2,0,0,3,1,0,3,2
5314,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0
5316,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1
5320,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,0,2,0
5322,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5325,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5328,0,0,0,1,0,0,0,1,6,0,9,2,0,1,0,0,7,0,4,13,10
5329,0,0,0,7,11,0,0,10,0,0,3,2,0,0,0,0,1,2,0,4,1
5330,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,1
5332,0,0,1,4,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,2,0
5341,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,4
5342,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,2,0,0,0,2
5346,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0
5348,0,0,1,2,0,0,2,4,1,3,3,0,1,1,0,0,1,0,0,13,0
5349,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5351,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,7,2
5352,0,0,2,1,0,0,1,4,4,1,1,2,0,0,2,1,2,0,0,7,2
5353,0,0,2,5,1,0,2,1,2,1,1,0,0,0,1,0,1,0,0,16,4
5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
5357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
5360,0,0,4,9,1,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,7
5361,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,12,1
5362,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0
5363,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
5366,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,5,1
5373,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
5377,0,0,3,5,0,0,0,3,6,2,11,0,0,0,0,0,1,3,0,2,5
5380,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
5382,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,0,1,0,1,0,4
5392,0,1,3,0,1,0,0,8,0,0,1,0,0,3,0,0,3,0,0,7,0
5394,0,0,1,4,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,10
5396,0,0,0,6,1,0,3,0,0,3,4,0,0,3,0,0,1,0,0,6,1
5398,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5400,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0
5406,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0
5408,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,1
5409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5416,0,0,0,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,7,0
5417,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,11,3
5422,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
5426,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0
5427,0,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,2
5428,0,0,2,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,0
5430,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5432,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
5434,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,3,0
5435,0,1,0,1,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,3,0
5440,0,0,1,4,0,0,3,6,2,0,1,2,0,2,0,0,0,0,0,7,1
5443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5449,0,0,2,4,2,0,0,3,2,0,1,0,0,2,0,0,0,1,0,16,2
5457,0,0,1,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,2
5463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1
5465,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1
5466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5469,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,0,0,1,1,1,0,1,7,3,0,4,0,0,0,0,0,1,0,0,4,0
5473,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6
5475,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1
5480,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
5486,0,0,3,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1
5487,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,3,0,3,1
5488,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
5491,0,0,1,5,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,12,4
5492,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
5493,0,0,0,1,1,0,0,7,0,0,0,0,0,1,0,0,2,0,0,7,0
5494,0,0,0,4,0,1,0,1,1,2,0,0,0,0,0,0,1,1,1,7,0
5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5498,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,1
5500,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5501,0,2,0,1,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,5,2
5507,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
5509,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,0
5510,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,5,0,0,23,0
5513,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
5519,0,0,2,3,2,0,0,8,2,0,0,0,0,0,0,0,3,0,0,1,5
5522,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,4,1
5525,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0
5527,0,0,0,7,0,0,0,16,1,2,9,1,1,0,0,0,6,1,0,17,9
5528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,1
5539,0,0,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,4,1
5540,0,0,0,9,2,0,3,5,1,4,0,0,0,0,0,0,1,0,0,9,3
5546,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,1,0,0,14,0
5547,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
5548,0,0,1,1,0,0,4,0,1,0,2,0,0,0,0,0,1,0,0,0,1
5551,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,0,4,8
5552,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
5553,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5556,0,0,0,1,0,0,0,2,2,0,3,0,0,0,0,0,1,0,0,0,0
5557,0,0,0,2,2,0,0,5,3,0,0,0,0,0,0,0,6,0,0,7,7
5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5587,0,0,2,8,0,0,5,7,3,0,0,1,0,0,0,0,2,1,0,2,4
5589,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,2
5590,3,2,2,3,0,0,2,10,1,2,2,1,0,0,0,0,7,0,0,5,1
5597,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
5598,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,6,0
5599,0,0,0,7,0,0,3,9,1,1,0,0,0,2,0,0,0,0,0,30,0
